-0.378 -0.4 -0.148 21
-0.376 -0.395 -0.146 21
-0.381 -0.398 -0.148 25
-0.386 -0.4 -0.149 29
-0.384 -0.395 -0.148 28
-0.398 -0.408 -0.153 31
-0.39 -0.396 -0.149 29
-0.37 -0.374 -0.141 30
-0.375 -0.376 -0.142 34
-0.366 -0.365 -0.138 39
-0.388 -0.384 -0.146 48
-0.389 -0.383 -0.146 49
-0.377 -0.368 -0.141 50
-0.395 -0.383 -0.148 51
-0.379 -0.365 -0.141 54
-0.391 -0.374 -0.145 54
-0.378 -0.359 -0.14 53
-0.369 -0.348 -0.136 53
-0.37 -0.347 -0.136 51
-0.357 -0.333 -0.131 49
-0.347 -0.322 -0.127 48
-0.327 -0.301 -0.119 39
-0.339 -0.309 -0.123 35
-0.325 -0.295 -0.118 33
-0.308 -0.278 -0.111 33
-0.288 -0.258 -0.104 29
-0.299 -0.266 -0.107 25
-0.304 -0.269 -0.109 28
-0.272 -0.239 -0.097 24
-0.269 -0.235 -0.096 23
-0.256 -0.221 -0.091 22
-0.256 -0.221 -0.091 25
-0.272 -0.232 -0.096 21
-0.261 -0.222 -0.092 22
-0.262 -0.221 -0.092 19
-0.244 -0.205 -0.085 19
-0.267 -0.222 -0.093 20
-0.264 -0.218 -0.092 18
-0.258 -0.211 -0.089 19
-0.243 -0.198 -0.084 18
-0.251 -0.204 -0.087 20
-0.233 -0.188 -0.08 18
-0.245 -0.196 -0.084 18
-0.231 -0.183 -0.079 20
-0.247 -0.194 -0.084 20
-0.251 -0.196 -0.085 24
-0.24 -0.187 -0.082 25
-0.241 -0.186 -0.082 27
-0.226 -0.173 -0.076 31
-0.238 -0.181 -0.08 29
-0.254 -0.192 -0.085 29
-0.259 -0.194 -0.087 30
-0.244 -0.182 -0.082 24
-0.241 -0.178 -0.08 21
-0.249 -0.183 -0.083 19
-0.238 -0.174 -0.079 19
-0.266 -0.193 -0.088 19
-0.239 -0.172 -0.079 17
-0.244 -0.174 -0.08 17
-0.248 -0.176 -0.082 21
-0.241 -0.17 -0.079 32
-0.233 -0.163 -0.076 31
-0.242 -0.168 -0.079 23
-0.246 -0.17 -0.08 24
-0.223 -0.153 -0.072 32
-0.24 -0.163 -0.078 51
-0.24 -0.162 -0.078 51
-0.237 -0.159 -0.076 50
-0.233 -0.155 -0.075 50
-0.23 -0.152 -0.074 50
-0.23 -0.151 -0.074 51
-0.231 -0.15 -0.074 53
-0.223 -0.144 -0.071 52
-0.248 -0.159 -0.079 51
-0.24 -0.153 -0.076 50
-0.224 -0.142 -0.071 51
-0.233 -0.147 -0.074 52
-0.225 -0.141 -0.071 52
-0.238 -0.148 -0.075 50
-0.239 -0.147 -0.075 50
-0.231 -0.141 -0.072 52
-0.227 -0.138 -0.071 52
-0.228 -0.137 -0.071 53
-0.241 -0.144 -0.075 52
-0.22 -0.13 -0.069 52
-0.229 -0.135 -0.071 52
-0.238 -0.139 -0.074 51
-0.234 -0.136 -0.072 52
-0.23 -0.132 -0.071 52
-0.222 -0.127 -0.069 52
-0.235 -0.133 -0.072 51
-0.227 -0.128 -0.07 49
-0.236 -0.132 -0.072 49
-0.224 -0.124 -0.069 50
-0.237 -0.13 -0.072 51
-0.229 -0.125 -0.07 52
-0.229 -0.124 -0.07 51
-0.23 -0.123 -0.07 51
-0.23 -0.122 -0.07 50
-0.239 -0.126 -0.072 53
-0.231 -0.121 -0.07 53
-0.227 -0.118 -0.069 53
-0.223 -0.115 -0.067 53
-0.232 -0.119 -0.07 55
-0.25 -0.126 -0.075 52
-0.233 -0.117 -0.07 53
-0.225 -0.112 -0.067 53
-0.225 -0.111 -0.067 52
-0.23 -0.113 -0.069 53
-0.222 -0.108 -0.066 53
-0.244 -0.117 -0.072 53
-0.227 -0.108 -0.067 52
-0.223 -0.105 -0.066 53
-0.232 -0.109 -0.069 52
-0.232 -0.108 -0.069 52
-0.228 -0.105 -0.067 52
-0.237 -0.108 -0.07 53
-0.238 -0.108 -0.07 52
-0.234 -0.105 -0.069 51
-0.234 -0.104 -0.069 50
-0.221 -0.097 -0.065 51
-0.239 -0.104 -0.07 50
-0.235 -0.102 -0.069 50
-0.226 -0.097 -0.066 50
-0.227 -0.096 -0.066 50
-0.231 -0.098 -0.067 49
-0.227 -0.095 -0.066 50
-0.237 -0.098 -0.069 49
-0.232 -0.095 -0.067 49
-0.237 -0.096 -0.069 50
-0.237 -0.095 -0.069 50
-0.233 -0.093 -0.067 51
-0.229 -0.09 -0.066 51
-0.229 -0.09 -0.066 50
-0.23 -0.089 -0.066 51
-0.235 -0.09 -0.067 49
-0.239 -0.091 -0.069 50
-0.226 -0.085 -0.065 51
-0.24 -0.089 -0.069 51
-0.231 -0.085 -0.066 50
-0.227 -0.083 -0.065 51
-0.232 -0.083 -0.066 50
-0.232 -0.083 -0.066 50
-0.228 -0.08 -0.065 51
-0.233 -0.081 -0.066 51
-0.224 -0.077 -0.063 49
-0.238 -0.081 -0.067 50
-0.224 -0.076 -0.063 50
-0.229 -0.077 -0.065 51
-0.234 -0.077 -0.066 50
-0.248 -0.081 -0.07 50
-0.234 -0.076 -0.066 50
-0.225 -0.072 -0.063 49
-0.239 -0.076 -0.067 49
-0.235 -0.073 -0.066 50
-0.235 -0.073 -0.066 50
-0.231 -0.07 -0.065 50
-0.245 -0.074 -0.069 50
-0.245 -0.073 -0.069 49
-0.232 -0.068 -0.065 49
-0.232 -0.067 -0.065 49
-0.241 -0.069 -0.067 49
-0.232 -0.066 -0.065 49
-0.233 -0.065 -0.065 49
-0.237 -0.066 -0.066 49
-0.233 -0.064 -0.065 49
-0.233 -0.063 -0.065 48
-0.224 -0.059 -0.062 48
-0.238 -0.062 -0.066 49
-0.243 -0.063 -0.067 49
-0.234 -0.06 -0.065 49
-0.225 -0.057 -0.062 48
-0.234 -0.058 -0.065 49
-0.239 -0.058 -0.066 48
-0.23 -0.055 -0.063 48
-0.244 -0.058 -0.067 49
-0.23 -0.054 -0.063 49
-0.231 -0.053 -0.063 49
-0.235 -0.053 -0.065 48
-0.222 -0.049 -0.061 49
-0.231 -0.051 -0.063 49
-0.241 -0.052 -0.066 49
-0.222 -0.047 -0.061 49
-0.236 -0.05 -0.065 50
-0.232 -0.048 -0.063 50
-0.237 -0.048 -0.065 49
-0.237 -0.047 -0.065 49
-0.237 -0.046 -0.065 48
-0.228 -0.044 -0.062 49
-0.247 -0.047 -0.067 50
-0.233 -0.043 -0.063 49
-0.233 -0.042 -0.063 48
-0.233 -0.042 -0.063 49
-0.233 -0.041 -0.063 49
-0.238 -0.041 -0.065 50
-0.238 -0.04 -0.065 48
-0.238 -0.039 -0.065 49
-0.234 -0.038 -0.063 49
-0.239 -0.038 -0.065 50
-0.243 -0.038 -0.066 51
-0.239 -0.036 -0.065 51
-0.225 -0.033 -0.061 49
-0.249 -0.036 -0.067 50
-0.239 -0.034 -0.065 50
-0.249 -0.034 -0.067 51
-0.235 -0.032 -0.063 50
-0.249 -0.033 -0.067 50
-0.24 -0.031 -0.065 51
-0.24 -0.03 -0.065 51
-0.221 -0.027 -0.06 50
-0.235 -0.028 -0.063 51
-0.235 -0.027 -0.063 51
-0.235 -0.026 -0.063 51
-0.235 -0.025 -0.063 51
-0.245 -0.026 -0.066 51
-0.231 -0.023 -0.062 52
-0.245 -0.024 -0.066 50
-0.245 -0.023 -0.066 50
-0.236 -0.021 -0.063 50
-0.241 -0.021 -0.065 51
-0.221 -0.019 -0.06 52
-0.241 -0.019 -0.065 53
-0.25 -0.019 -0.067 53
-0.236 -0.017 -0.063 51
-0.241 -0.017 -0.065 51
-0.241 -0.016 -0.065 52
-0.236 -0.015 -0.063 52
-0.231 -0.014 -0.062 52
-0.236 -0.014 -0.063 51
-0.231 -0.012 -0.062 51
-0.236 -0.012 -0.063 52
-0.236 -0.011 -0.063 51
-0.232 -0.01 -0.062 51
-0.241 -0.01 -0.065 52
-0.227 -0.008 -0.061 52
-0.241 -0.008 -0.065 52
-0.227 -0.007 -0.061 52
-0.227 -0.006 -0.061 51
-0.227 -0.005 -0.061 52
-0.227 -0.005 -0.061 52
-0.237 -0.004 -0.063 53
-0.232 -0.003 -0.062 53
-0.232 -0.003 -0.062 54
-0.232 -0.002 -0.062 53
-0.237 -0.001 -0.063 51
-0.232 0 -0.062 52
-0.241 0.001 -0.065 53
-0.227 0.001 -0.061 54
-0.222 0.002 -0.06 54
-0.237 0.003 -0.063 53
-0.237 0.004 -0.063 54
-0.232 0.004 -0.062 54
-0.237 0.005 -0.063 53
-0.232 0.006 -0.062 53
-0.237 0.007 -0.063 54
-0.241 0.008 -0.065 53
-0.232 0.008 -0.062 52
-0.241 0.009 -0.065 51
-0.236 0.01 -0.063 52
-0.232 0.011 -0.062 53
-0.217 0.011 -0.058 52
-0.227 0.012 -0.061 53
-0.236 0.013 -0.063 52
-0.231 0.014 -0.062 52
-0.236 0.015 -0.063 51
-0.241 0.016 -0.065 51
-0.241 0.017 -0.065 50
-0.226 0.016 -0.061 52
-0.231 0.017 -0.062 52
-0.236 0.019 -0.063 52
-0.236 0.019 -0.063 51
-0.226 0.019 -0.061 52
-0.231 0.021 -0.062 53
-0.221 0.02 -0.06 50
-0.245 0.023 -0.066 51
-0.221 0.022 -0.06 52
-0.235 0.024 -0.063 52
-0.231 0.024 -0.062 52
-0.23 0.025 -0.062 52
-0.226 0.025 -0.061 53
-0.23 0.027 -0.062 53
-0.23 0.027 -0.062 55
-0.23 0.028 -0.062 54
-0.23 0.029 -0.062 53
-0.235 0.03 -0.063 54
-0.23 0.03 -0.062 53
-0.225 0.031 -0.061 53
-0.234 0.033 -0.063 53
-0.22 0.031 -0.06 53
-0.229 0.034 -0.062 53
-0.234 0.035 -0.063 54
-0.229 0.035 -0.062 55
-0.234 0.037 -0.063 53
-0.234 0.037 -0.063 55
-0.243 0.04 -0.066 55
-0.229 0.038 -0.062 55
-0.243 0.041 -0.066 54
-0.228 0.04 -0.062 54
-0.228 0.04 -0.062 53
-0.228 0.041 -0.062 53
-0.238 0.044 -0.065 54
-0.233 0.043 -0.063 54
-0.223 0.042 -0.061 54
-0.232 0.045 -0.063 54
-0.232 0.046 -0.063 53
-0.227 0.046 -0.062 54
-0.222 0.045 -0.061 54
-0.232 0.048 -0.063 54
-0.236 0.05 -0.065 55
-0.231 0.05 -0.063 54
-0.241 0.052 -0.066 52
-0.231 0.051 -0.063 55
-0.236 0.053 -0.065 54
-0.217 0.049 -0.06 53
-0.235 0.055 -0.065 54
-0.226 0.053 -0.062 54
-0.225 0.054 -0.062 54
-0.225 0.055 -0.062 53
-0.216 0.053 -0.06 52
-0.234 0.058 -0.065 53
-0.22 0.056 -0.061 52
-0.215 0.055 -0.06 52
-0.229 0.06 -0.063 52
-0.224 0.059 -0.062 52
-0.238 0.064 -0.066 51
-0.233 0.063 -0.065 51
-0.228 0.063 -0.063 53
-0.219 0.061 -0.061 52
-0.214 0.06 -0.06 53
-0.232 0.066 -0.065 51
-0.227 0.066 -0.063 51
-0.232 0.068 -0.065 51
-0.227 0.067 -0.063 50
-0.231 0.069 -0.065 51
-0.226 0.069 -0.063 51
-0.217 0.067 -0.061 52
-0.226 0.07 -0.063 51
-0.221 0.069 -0.062 52
-0.221 0.07 -0.062 52
-0.221 0.071 -0.062 52
-0.216 0.07 -0.061 52
-0.22 0.072 -0.062 52
-0.211 0.07 -0.06 52
-0.215 0.072 -0.061 54
-0.229 0.078 -0.065 53
-0.219 0.075 -0.062 53
-0.214 0.074 -0.061 53
-0.228 0.08 -0.065 52
-0.214 0.076 -0.061 54
-0.223 0.08 -0.063 55
-0.223 0.081 -0.063 54
-0.213 0.078 -0.061 54
-0.222 0.082 -0.063 54
-0.226 0.084 -0.065 55
-0.23 0.087 -0.066 54
-0.221 0.084 -0.063 56
-0.212 0.081 -0.061 55
-0.23 0.089 -0.066 55
-0.22 0.086 -0.063 55
-0.211 0.084 -0.061 55
-0.224 0.09 -0.065 54
-0.228 0.092 -0.066 54
-0.215 0.088 -0.062 55
-0.223 0.092 -0.065 55
-0.219 0.091 -0.063 55
-0.209 0.088 -0.061 56
-0.222 0.094 -0.065 55
-0.218 0.093 -0.063 53
-0.208 0.09 -0.061 54
-0.213 0.092 -0.062 54
-0.23 0.101 -0.067 53
-0.216 0.096 -0.063 54
-0.225 0.1 -0.066 54
-0.225 0.101 -0.066 55
-0.207 0.094 -0.061 55
-0.206 0.095 -0.061 55
-0.21 0.097 -0.062 55
-0.219 0.102 -0.065 54
-0.218 0.103 -0.065 54
-0.222 0.106 -0.066 54
-0.209 0.1 -0.062 55
-0.209 0.101 -0.062 55
-0.213 0.104 -0.063 55
-0.208 0.102 -0.062 55
-0.221 0.109 -0.066 55
-0.22 0.11 -0.066 54
-0.203 0.102 -0.061 53
-0.211 0.107 -0.063 53
-0.206 0.106 -0.062 52
-0.223 0.115 -0.067 53
-0.214 0.112 -0.065 52
-0.201 0.105 -0.061 53
-0.218 0.115 -0.066 51
-0.213 0.114 -0.065 51
-0.2 0.107 -0.061 51
-0.204 0.11 -0.062 50
-0.212 0.116 -0.065 51
-0.195 0.107 -0.06 52
-0.207 0.115 -0.063 51
-0.202 0.113 -0.062 50
-0.206 0.116 -0.063 50
-0.223 0.126 -0.069 50
-0.205 0.118 -0.063 49
-0.209 0.121 -0.065 49
-0.213 0.124 -0.066 50
-0.196 0.115 -0.061 49
-0.208 0.123 -0.065 50
-0.208 0.123 -0.065 50
-0.207 0.124 -0.065 51
-0.207 0.125 -0.065 50
-0.206 0.125 -0.065 52
-0.206 0.126 -0.065 51
-0.205 0.127 -0.065 51
-0.209 0.13 -0.066 53
-0.213 0.133 -0.067 52
-0.2 0.126 -0.063 52
-0.204 0.13 -0.065 53
-0.203 0.13 -0.065 53
-0.203 0.131 -0.065 53
-0.207 0.134 -0.066 54
-0.198 0.13 -0.063 55
-0.194 0.128 -0.062 54
-0.205 0.136 -0.066 54
-0.209 0.14 -0.067 55
-0.204 0.138 -0.066 55
-0.192 0.13 -0.062 56
-0.199 0.136 -0.065 55
-0.203 0.14 -0.066 56
-0.195 0.135 -0.063 57
-0.194 0.135 -0.063 56
-0.202 0.142 -0.066 55
-0.193 0.137 -0.063 56
-0.201 0.143 -0.066 56
-0.204 0.146 -0.067 55
-0.204 0.147 -0.067 57
-0.203 0.148 -0.067 57
-0.203 0.148 -0.067 55
-0.19 0.141 -0.063 53
-0.198 0.147 -0.066 54
-0.193 0.145 -0.065 54
-0.197 0.148 -0.066 54
-0.192 0.146 -0.065 56
-0.192 0.147 -0.065 57
-0.195 0.15 -0.066 55
-0.183 0.142 -0.062 56
-0.198 0.154 -0.067 55
-0.194 0.152 -0.066 55
-0.197 0.156 -0.067 55
-0.2 0.159 -0.069 55
-0.188 0.151 -0.065 55
-0.188 0.152 -0.065 55
-0.195 0.158 -0.067 56
-0.191 0.156 -0.066 56
-0.19 0.157 -0.066 55
-0.197 0.163 -0.069 54
-0.193 0.161 -0.067 55
-0.196 0.165 -0.069 54
-0.195 0.165 -0.069 53
-0.188 0.16 -0.066 52
-0.194 0.167 -0.069 52
-0.194 0.167 -0.069 53
-0.19 0.165 -0.067 52
-0.185 0.162 -0.066 52
-0.188 0.166 -0.067 52
-0.184 0.163 -0.066 53
-0.187 0.167 -0.067 52
-0.187 0.168 -0.067 52
-0.186 0.168 -0.067 51
-0.182 0.166 -0.066 50
-0.182 0.166 -0.066 51
-0.192 0.177 -0.07 50
-0.184 0.171 -0.067 51
-0.187 0.175 -0.069 51
-0.172 0.162 -0.063 51
-0.179 0.169 -0.066 50
-0.175 0.167 -0.065 50
-0.174 0.167 -0.065 51
-0.181 0.175 -0.067 52
-0.18 0.175 -0.067 51
-0.186 0.183 -0.07 51
-0.186 0.183 -0.07 51
-0.171 0.17 -0.065 52
-0.184 0.184 -0.07 50
-0.174 0.175 -0.066 51
-0.17 0.172 -0.065 51
-0.189 0.193 -0.072 52
-0.182 0.187 -0.07 52
-0.175 0.18 -0.067 50
-0.177 0.185 -0.069 50
-0.177 0.185 -0.069 51
-0.176 0.186 -0.069 51
-0.176 0.186 -0.069 51
-0.172 0.183 -0.067 51
-0.171 0.184 -0.067 51
-0.18 0.195 -0.071 50
-0.173 0.189 -0.069 51
-0.166 0.182 -0.066 51
-0.185 0.204 -0.074 51
-0.171 0.19 -0.069 50
-0.174 0.194 -0.07 51
-0.183 0.206 -0.074 51
-0.169 0.192 -0.069 51
-0.175 0.2 -0.071 51
-0.174 0.2 -0.071 51
-0.171 0.197 -0.07 52
-0.186 0.216 -0.076 53
-0.179 0.209 -0.074 52
-0.172 0.203 -0.071 51
-0.174 0.207 -0.072 50
-0.173 0.208 -0.072 53
-0.167 0.201 -0.07 53
-0.166 0.201 -0.07 53
-0.168 0.205 -0.071 53
-0.171 0.21 -0.072 52
-0.179 0.222 -0.076 54
-0.163 0.203 -0.07 56
-0.172 0.215 -0.074 54
-0.168 0.212 -0.072 55
-0.173 0.22 -0.075 56
-0.166 0.213 -0.072 55
-0.169 0.218 -0.074 54
-0.168 0.218 -0.074 55
-0.167 0.219 -0.074 54
-0.164 0.215 -0.072 56
-0.169 0.224 -0.075 56
-0.159 0.213 -0.071 55
-0.17 0.229 -0.076 55
-0.172 0.233 -0.078 54
-0.174 0.237 -0.079 55
-0.165 0.226 -0.075 54
-0.161 0.223 -0.074 55
-0.169 0.235 -0.078 54
-0.166 0.232 -0.076 54
-0.173 0.244 -0.08 54
-0.164 0.233 -0.076 56
-0.172 0.245 -0.08 55
-0.162 0.234 -0.076 54
-0.17 0.247 -0.08 54
-0.161 0.235 -0.076 55
-0.16 0.236 -0.076 55
-0.167 0.248 -0.08 55
-0.161 0.241 -0.078 54
-0.163 0.245 -0.079 55
-0.16 0.242 -0.078 57
-0.164 0.25 -0.08 59
-0.169 0.259 -0.083 56
-0.165 0.256 -0.082 56
-0.167 0.26 -0.083 56
-0.163 0.257 -0.082 58
-0.165 0.261 -0.083 59
-0.162 0.258 -0.082 58
-0.166 0.266 -0.084 58
-0.165 0.267 -0.084 59
-0.164 0.268 -0.084 61
-0.156 0.256 -0.08 60
-0.167 0.277 -0.087 58
-0.157 0.261 -0.082 59
-0.166 0.278 -0.087 58
-0.16 0.27 -0.084 60
-0.159 0.271 -0.084 59
-0.158 0.271 -0.084 57
-0.159 0.276 -0.085 58
-0.159 0.277 -0.085 58
-0.16 0.281 -0.087 58
-0.154 0.273 -0.084 58
-0.153 0.274 -0.084 58
-0.16 0.287 -0.088 58
-0.156 0.283 -0.087 55
-0.16 0.292 -0.089 56
-0.154 0.284 -0.087 56
-0.153 0.285 -0.087 56
-0.155 0.29 -0.088 55
-0.154 0.29 -0.088 55
-0.155 0.295 -0.089 55
-0.147 0.283 -0.085 53
-0.153 0.296 -0.089 54
-0.154 0.301 -0.091 54
-0.156 0.306 -0.092 54
-0.148 0.293 -0.088 54
-0.147 0.294 -0.088 53
-0.155 0.311 -0.093 52
-0.147 0.299 -0.089 52
-0.153 0.312 -0.093 52
-0.154 0.317 -0.094 52
-0.148 0.309 -0.092 51
-0.147 0.31 -0.092 51
-0.15 0.319 -0.094 50
-0.151 0.324 -0.096 50
-0.15 0.324 -0.096 51
-0.145 0.316 -0.093 49
-0.148 0.325 -0.096 50
-0.147 0.326 -0.096 50
-0.15 0.335 -0.098 49
-0.147 0.331 -0.097 49
-0.15 0.34 -0.1 48
-0.143 0.328 -0.096 49
-0.147 0.341 -0.1 48
-0.144 0.337 -0.098 48
-0.138 0.325 -0.094 48
-0.148 0.352 -0.102 48
-0.141 0.339 -0.098 48
-0.14 0.339 -0.098 48
-0.144 0.353 -0.102 41
-0.145 0.358 -0.104 37
-0.142 0.354 -0.102 40
-0.146 0.368 -0.106 37
-0.147 0.373 -0.107 40
-0.149 0.383 -0.11 38
-0.139 0.361 -0.104 38
-0.141 0.37 -0.106 37
-0.143 0.379 -0.109 34
-0.139 0.371 -0.106 34
-0.139 0.376 -0.107 30
-0.141 0.385 -0.11 30
-0.133 0.368 -0.105 29
-0.145 0.405 -0.115 28
-0.137 0.387 -0.11 28
-0.141 0.401 -0.114 28
-0.138 0.397 -0.113 26
-0.141 0.411 -0.116 26
-0.137 0.402 -0.114 28
-0.143 0.426 -0.12 27
-0.137 0.412 -0.116 27
-0.134 0.408 -0.115 22
-0.138 0.422 -0.119 23
-0.136 0.423 -0.119 23
-0.13 0.41 -0.115 20
-0.135 0.428 -0.12 22
-0.135 0.433 -0.122 19
-0.136 0.443 -0.124 20
-0.131 0.43 -0.12 18
-0.137 0.458 -0.128 17
-0.137 0.463 -0.129 17
-0.14 0.477 -0.133 17
-0.14 0.482 -0.135 15
-0.143 0.502 -0.14 16
-0.14 0.497 -0.138 16
-0.136 0.489 -0.136 16
-0.137 0.498 -0.138 15
-0.132 0.485 -0.135 15
-0.131 0.49 -0.136 14
-0.14 0.528 -0.146 15
-0.137 0.523 -0.145 15
-0.138 0.538 -0.149 15
-0.137 0.538 -0.149 14
-0.138 0.553 -0.153 15
-0.141 0.572 -0.158 14
-0.135 0.564 -0.155 14
-0.14 0.612 -0.168 14
-0.142 0.671 -0.184 14
-0.148 0.724 -0.198 14
-0.144 0.73 -0.199 16
-0.15 0.773 -0.211 15
-0.149 0.778 -0.212 15
-0.152 0.812 -0.221 16
-0.158 0.86 -0.234 17
-0.16 0.884 -0.241 16
-0.154 0.87 -0.237 19
-0.156 0.899 -0.245 18
-0.158 0.928 -0.252 18
-0.159 0.953 -0.259 20
-0.16 0.977 -0.265 21
-0.161 1.006 -0.273 22
-0.163 1.035 -0.281 22
-0.159 1.036 -0.281 25
-0.165 1.098 -0.298 22
-0.166 1.128 -0.305 24
-0.164 1.143 -0.309 29
-0.167 1.191 -0.322 24
-0.17 1.244 -0.336 23
-0.172 1.288 -0.348 21
-0.174 1.341 -0.362 24
-0.173 1.366 -0.369 26
-0.171 1.385 -0.374 23
-0.175 1.463 -0.395 28
-0.173 1.487 -0.401 30
-0.169 1.497 -0.404 36
-0.166 1.512 -0.408 35
-0.161 1.518 -0.409 32
-0.156 1.513 -0.408 31
-0.152 1.528 -0.412 32
-0.148 1.534 -0.413 34
-0.143 1.539 -0.414 36
-0.137 1.525 -0.41 30
-0.132 1.525 -0.41 33
-0.128 1.54 -0.414 41
-0.122 1.536 -0.413 48
-0.117 1.541 -0.414 38
-0.112 1.537 -0.413 32
-0.108 1.547 -0.415 33
-0.103 1.557 -0.418 26
-0.097 1.547 -0.415 28
-0.092 1.548 -0.415 24
-0.087 1.543 -0.414 25
-0.083 1.563 -0.419 31
-0.076 1.539 -0.413 32
-0.071 1.544 -0.414 36
-0.067 1.549 -0.415 33
-0.061 1.549 -0.415 27
-0.056 1.544 -0.414 30
-0.051 1.559 -0.418 30
-0.046 1.554 -0.417 27
-0.041 1.559 -0.418 27
-0.036 1.56 -0.418 24
-0.031 1.55 -0.415 30
-0.026 1.565 -0.419 29
-0.02 1.56 -0.418 28
-0.016 1.589 -0.426 29
-0.01 1.555 -0.417 23
-0.005 1.57 -0.421 24
0 1.57 -0.421 24
0.005 1.56 -0.418 24
0.011 1.57 -0.421 22
0.016 1.555 -0.417 25
0.021 1.574 -0.422 23
0.027 1.584 -0.424 26
0.032 1.579 -0.423 26
0.037 1.569 -0.421 26
0.042 1.574 -0.422 26
0.048 1.583 -0.424 24
0.053 1.598 -0.428 23
0.058 1.578 -0.423 22
0.063 1.578 -0.423 23
0.069 1.583 -0.424 23
0.074 1.578 -0.423 26
0.079 1.582 -0.424 30
0.084 1.582 -0.424 23
0.09 1.591 -0.427 21
0.096 1.596 -0.428 22
0.099 1.571 -0.422 21
0.104 1.566 -0.421 22
0.112 1.6 -0.43 21
0.116 1.59 -0.427 22
0.122 1.599 -0.43 23
0.128 1.598 -0.43 20
0.133 1.593 -0.428 21
0.139 1.607 -0.432 20
0.144 1.602 -0.431 21
0.149 1.597 -0.43 20
0.156 1.61 -0.434 21
0.159 1.586 -0.427 20
0.165 1.6 -0.431 21
0.171 1.604 -0.432 26
0.177 1.608 -0.434 25
0.18 1.588 -0.428 22
0.19 1.631 -0.44 22
0.195 1.621 -0.437 19
0.197 1.596 -0.431 22
0.206 1.624 -0.439 21
0.212 1.628 -0.44 21
0.217 1.623 -0.439 19
0.221 1.613 -0.436 18
0.228 1.621 -0.439 19
0.234 1.625 -0.44 20
0.24 1.629 -0.441 20
0.244 1.624 -0.44 23
0.251 1.628 -0.441 25
0.257 1.632 -0.443 19
0.259 1.612 -0.437 16
0.267 1.63 -0.443 21
0.274 1.634 -0.444 21
0.281 1.642 -0.446 18
0.286 1.641 -0.446 18
0.29 1.631 -0.444 19
0.301 1.663 -0.453 20
0.304 1.648 -0.449 20
0.312 1.657 -0.452 18
0.315 1.646 -0.449 18
0.322 1.654 -0.452 18
0.325 1.639 -0.448 18
0.337 1.671 -0.457 17
0.339 1.651 -0.452 17
0.343 1.645 -0.45 19
0.35 1.649 -0.452 19
0.363 1.685 -0.462 17
0.363 1.656 -0.454 18
0.373 1.674 -0.459 18
0.379 1.677 -0.461 18
0.384 1.671 -0.459 18
0.394 1.689 -0.465 17
